,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                  TIME TABLE JULY TO DEC 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME TABLE JULY TO DEC 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME TABLE JULY TO DEC 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                      SECOND YEAR A,,,,2ND YEAR -A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND YEAR -A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,               SECOND YEAR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRANCH,,ELECTRONICS IND122UMENTATION ENGG,,,,,,,,ELECTRICAL  ENGG,,,,,,,,ELECTRICAL AND COMPUTER ENGG,,,,,,,,,,MECHANICAL ENGG,,,,,,MECHANICAL ENGG,,,,,,ROBOTICS AND AI,,,,,,,,MECHATRONICS ENGG,,,,,,,,CHEMICAL ENGG,,,,BIOTECHNOLOGY ENGG,,,,,,,,BIOMEDICAL ENGG,,CIVIL WITH COMPUTER APPLICATION,,CIVIL ENGG,,,,,,ELECTRONICS AND COMMUNICATION ENGG,,,,,,,,,,,,ELECTRONICS AND COMMUNICATION ENGG,,,,,,ELECTRONICS ENGG(VLSI DESGIN),,,,,,,,ELECTRONICS AND COMPUTER ENGG,,,,,,,,,,ELECTRONICS AND COMPUTER ENGG,,,,,,,,,,ELECTRONICS AND COMPUTER ENGG,,,,,,,,,,BRANCH,
O,,,,D116,,,,,,,RCH,,,,,,,,,,,TA16,,,,,,,,F102,,,,,MBD/RSJ,,,,,TA24,,SFL,,RKR,,,,,,F103,,,,,,,KV,,,,,,,,,,,,,TA14,,,,,,,,,,,,,,,,,,F301,LC6,,,,,,,,,,,,,,,PF-1,,B304,,,,,,,,,DGS,,,,,APC13,,,,,,,,,,,,,,O,,,
,3,,9:40 AM,UES034L,,,,,,,,,,,,,,,,UMA301L,,,,,,,,,,BEST-EE/HPL,,,,,,UME309L,,,,,,,,,,UTA018P,,URA302P,,UTA018L,,,,,,,,UCH302T,,UCH307T,,UBT310L,,,,,,,,UBM031L,,UCE306P,,UCE308P,,,,,,UEC612L,,,,,,UES012L,,,,,,UES012P,,UTA016P,,UTA016P,,UTA016P,,UTA016P,,UEC612P,,UEC612T,,UNC401L,,,,,,,,,,UEC304P,,UNC302P,,UNC401P,,UNC501P,,,,,,,,,,,,,3,,9:40 AM
N,,,,D116,,,,,,,MDS,,,,,,,,,B301,,,,,,,,,MDL,F102,,,,,PN/NF2,F105,,,,,SSM,,,,,ED-2(L2009),,CAM,,F103,,,,,,,DEM,E303,JPK,E302,HPB,B303,,,,,,,SS,E307,SUM,C218,,D122,,,,,,F201,,,,,BG,F202,,,,,OPP,G249,,B204/F314,,C212/F315,,F314/B204,,F315/C212,,C325,,F301,GPK,B304,,,,,,,,,AKA,C334,,C327,,C328,,C332,,,,,,,,,,,,N,,,
,4,,10:30 AM,UEI301L,,,,,,,,,,,,,,,,ULC303L,,,,,,,,,,BEST-SEN/HPL,,,,,,UMA034L,,,,,,,,,,LAB,,LAB,,,,BEST-EE(P),,,,,,UES012L,,,,UBT309L,,,,,,,,UMA017L,,LAB-2,,LAB,,UCE312T,,,,UEC311L,,,,,,UEC612L,,,,,,LAB,,LAB,,LAB,,LAB,,LAB,,LAB,,UVD301T,,UEC304L,,,,,,,,,,LAB,,LAB,,LAB,,LAB,,UNC305T,,UNC501L,,,,,,,,,4,,10:30 AM
D,,,,D116,,,,,,,SGK,,,,,,,,,B301,,,,,,,,,ALK,F102,,,,,JS/NF2,F103,,,,,JPR,,,,,JSR-CRA,,GDS,,,,,,,,,,E302,,,BCM,B303,,,,,,,MKB,E307,AKP,HSC,,NEN,,F104,APC12,,,F201,,,,,SV,F202,,,,,MB,LC3,,RF2/APS,,RF3/GTS,,APS/RF2,,GTS/RF3,,PF4,,F301,PF1,B304,,,,,,,,,MKR,ARP,,TSP,,DKR,,SUK,,B107,APC5,B305,,,,,,,MJS,D,,,
,5,,11:20 AM,UEI408L,,,,,,,,,,,,,,,,ULC301L,,,,,,,,,,UMA034L,,,,,,UES009L,,,,,,URAXXX P,,UMA034P,,URAXXXT,,,,BEST-SEN (P),,LAB,,UMA034P,,,,UTD003L,,,,UBT307L,,,,,,,,UBM017L,,UCC302L,,UCE310L,,,,,,UTD003L,,,,,,,,,,,,,,,,,,UVD301L,,,,,,,,UEC304T,,UNC305T,,,,,,,,UNC401L,,,,,,,,,,UNC305L,,,,,,,,,5,,11:20 AM
A,,,,D116,,,,,,,VS,,,,,,,,,B301,,,,,,,,,ADG,F102,,,,,MKS,F103,,,,,NK,MOM,,G201(PG),,F209,SVS,,,BSL/BHL/BPL,,SVG/RF3,,FIST(G307),,,,LT101,,,,B303,,,,,,,DS,E307,DBM,E303,SCH,F104,,,,,SJS,LT101,,,,,,,,,,,,,,,,,,B302,,,,,,,MKA,F301,APC2,B107,ST,,,,,,,B304,,,,,,,,,PV,B305,,,,,,,PK,A,,,
,6,,12:10 PM,,,UEI301T,,,,,,,,,,,,,,UES301L,,,,,,,,,,,,,,,,BEST-EE/HP(L),,,,,,LAB,,LAB,,,,,,LAB,,,,LAB,,,,SSS,,,,UCH301L,,,,,,,,,,UCC306L,,UMA035L,,,,,,VK,,,,,,,,,,,,,,,,,,,,UEC612T,,,,,,,,,,,,,,,,UNC305L,,,,,,,,,,UNC401L,,,,,,,,,6,,12:10 PM
Y,,,,,,E101,SGK,,,,,,,,,,,,,B301,,,,,,,,,NF1,,,,,,,F103,,,,,PN/AVS,NG,,NK,,,,,,JS/RAW,,,,TA18,,,,,,,,B303,,,,,,,HH,,,E303,TPK,F104,,,,,SJK,,,,,,,,,,,,,,,,,,,,,F301,PF1,,,,,,,,,,,,,,,B304,,,,,,,,,NS,B305,,,,,,,ANS,Y,,,
,7,,1:00 PM,,,,,,,,,UTA030L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1:00 PM
,,,,,,,,,,,,D116,,,,,,,GDS/AKV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,1:50 PM,UCS321P,,,,,,,,UMA028P,,UEE301P,,UMA028P,,UMA028P,,,,,,,,,,UTA030P,,UME517T,,BEST3.3T,,,,,,,,,,UMA034L,,,,,,,,UMT306L,,,,,,,,,,,,,,,,,,,,UCS321P,,,,UMA035P,,,,,,,,,,,,,,UEC612P,,UMA035P,,,,,,,,UCS321P,,,,,,,,UNC305L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1:50 PM
,,,,B301,,,,,,,,NA2(G204),,MACHINE(C117),,FIST(G307),,NEW(G309),,,,,,,,,,B216/L101,,F209,PCY,F210,RJS,,,,,,,,,B302,,,,,,,NK,F103,,,,,,,RAR,,,,,,,,,,,,,B301,,,,NA1(G203),,,,,,,,,,,,,,C325,,NA-2(G201),,,,,,,,B305,,,,,,,,B304,,,,,,,,,ST,,,,,,,,,,,,,,,,,,,,,,
,9,,2:40 PM,KKG,,,,,,,,LAB,,LAB,,LAB,,LAB,,UMA301T,,ULC302T,,,,,,LAB,,BEST-EEP,,UME517T,,BEST3.3T,,,,,,,,URAXXXL,,,,,,,,BEST3.3L,,,,,,,,UCH307P,,UCH409P,,,,,,,,,,KKG,,UCC306T,,LAB,,UCE310T,,,,UMA035L,,,,,,,,LAB,,LAB,,,,,,,,LAB,,,,,,,,UNC302L,,,,,,,,,,,,UEC304T,,,,UNC305T,,,,,,,,,,,,,9,,2:40 PM
,,,,,,,,,,,,ANK,,TA3,,RA8,,TA1,,E308,MDL,E302,NIN,,,,,RJS/KAS,,LAB,,F210,PCY,F209,RJS,,,,,,,B302,,,,,,,NG,F103,,,,,,,AM,B118,,B112,,,,,,,,,,,,E303,TPK,SJK,,F104,SJS,,,F201,,,,,RJD,,,AS,,TA19,,,,,,,,ARN,,,,,,,,B304,,,,,,,,,CDM,,,B107,MKA,,,F301,PK,,,,,,,,,,,,,,
,10,,3:30 PM,UEI408T,,,,UEI408P,,UES034P,,UEE301L,,,,,,,,UTA030P,,UTA030P,,ULC301P,,ULC301P,,UMA301T,,PN/RF1,,,,,,,,,,,,URA301L,,,,,,,,,,,,,,UTA018P,,LAB,,LAB,,UTD003L,,,,,,,,UBM009L,,UTD003P,,UTD003L,,,,,,,,,,,,UEC311T,,UES012P,,,,UEC612P,,UES012T,,UMA035P,,UTD003L,,,,,,,,UCS321P,,,,,,,,,,UNC401P,,UNC501P,,UNC302P,,UEC304P,,,,UEC304L,,,,,,,,,10,,3:30 PM
,,,,E302,VS,,,ANALOG(B211),,IOT(D206B),,D116,,,,,,,SP,B216/L101,,L101/B216,,PSS(H220),,NETWORK(H223),,E308,MDL,,,,,,,,,,,,,B302,,,,,,,DMG,,,,,,,ED2(L209),,HPB,,VP,,LT101,,,,,,,,E307,DBD,LT101,,LT101,,,,,,,,,,,,B107,SV,G321,,,,C325,,F301,LC3,NA-1(G203),,LT101,,,,,,,,B304,,,,,,,,,,C328,,C332,,C327,,C334,,,,B305,,,,,,,ARP,,,,
,11,,4:20 PM,,,UEI408T,,LAB,,LAB,,UES302L,,,,,,,,LAB,,LAB,,LAB,,LAB,,ULC302T,,,,,,,,,,,,,,UTA018L,,,,,,,,,,,,,,LAB,,,,UCH302T,,SSS,,,,,,,,UBM003L,,SSS,,SSS,,,,,,,,,,,,UEC612T,,LAB,,,,LAB,,,,LAB,,VK,,,,,,,,LAB,,,,,,,,,,LAB,,LAB,,LAB,,LAB,,,,UNC302L,,,,,,,,,11,,4:20 PM
,,,,,,E302,VS,TA2,,TA5,,D116,,,,,,,MIS,AMK1/ASM,,ASM/AMK1,,ALK,,TA12,,E308,NIN,,,,,,,,,,,,,B302,,,,,,,DEM,,,,,,,YAD-RA,,,,E303,JPK,,,,,,,,,E307,NF1,,,,,,,,,,,,,,,B107,AS,LC5,,,,MB,,,,TA40,,,,,,,,,,SMV,,,,,,,,,,APC16,,RF12,,ANS,,AKC,,,,B305,,,,,,,TSP,,,,
,12,,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,5:10 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6:00 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6:50 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,8:00 AM,,,,,,,,,,,,,,,,,,,,,UES301P,,,,,,,,,,UMA034P,,BEST-SEN(L),,,,,,,,,,,,,,UMT306P,,,,,,,,,,,,,,,,,,,,,,,,,,UCE308P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTD003L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8:00 AM
T,,,,,,,,,,,,,,,,,,,,,,,,ANALOG(B211),,,,,,,,,,NEW(G309),,F103,,,,,JS,,,,,,,,,ISD,,,,,,,,,,,,,,,,,,,,,,,,,,D122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT101,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,
,2,,8:50 AM,,,,,,,,,UEE301L,,,,,,,,ULC302T,,UMA301T,,LAB,,,,,,,,,,LAB,,BEST-EE(L),,,,,,UMA401L,,,,,,,,LAB,,,,,,,,UES012T,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,UES012T,,,,,,,,,,VK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,8:50 AM
U,,,,,,,,,,,,D116,,,,,,,SP,B301,NIN,E301,MDL,TA16,,,,,,,,,,JPR,,F103,,,,,SVG,B302,,,,,,,PJS,RAR,,,,,,,,E302,LC3,,,,,,,,,,,,,,,,,DAS,,,,,,,,,,,,,,,,,,,,F301,LC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,
,3,,9:40 AM,UES034P,,UEI408P,,,,UES034T,,UEE307L,,,,,,,,UCS321L,,,,,,,,,,UMA034L,,,,,,BEST-ED(L),,,,,,,,,,,,UTA018P,,,,BEST-SENP,,BEST3.3T,,,,UCH306L,,,,,,,,,,,,UBM024P,,UCE306L,,,,,,,,UTA016P,,UTA016P,,UEC612P,,UTA016P,,UTA016P,,,,UEC311L,,,,,,UMA035L,,,,,,,,UNC501P,,UNC401P,,UEC304P,,UEC302P,,UEC304T,,UNC401L,,,,,,,,,,UEC304L,,,,,,,,,3,,9:40 AM
E,,,,IOT(D206B),,ANALOG(B211),,,,F109,TA5,D116,,,,,,,PN,B301,,,,,,,,,,F102,,,,,MKS,F103,,,,,MBD/AKS/RKS,,,,,,,ED-2(L2009),,,,BSL/BHL/BPL,,F209,AM,,,E302,,,NS,,,,,,,,,BM(C324),,F104,,,,,,,HSC,B204/F314,,C212/F315,,C325,,F314/B204,,F315/C212,,,,F201,,,,,SP,B302,,,,,,,TV,C332,,C328,,C334,,C327,,F301,APC14,B304,,,,,,,,,PV,B305,,,,,,,ARP,E,,,
,4,,10:30 AM,LAB,,LAB,,UEI301T,,UMA032T,,UES302L,,,,,,,,KKG,,,,,,,,,,UES009L,,,,,,UME309L,,,,,,,,,,,,LAB,,,,LAB,,BEST-EE P,,BEST3.3T,,UCH301L,,,,UBT321L,,,,,,,,LAB,,UCC306L,,UCE312L,,,,,,LAB,,LAB,,LAB,,LAB,,LAB,,,,UEC612L,,,,,,UCS321L,,,,,,,,LAB,,LAB,,LAB,,LAB,,UNC305T,,UEC304L,,,,,,,,,,UNC302L,,,,,,,,,4,,10:30 AM
S,,,,GK,,VS,,E103,SGK,E308,RCH,D116,,,,,,,MIS,,,,,,,,,,,F102,,,,,KKH,F103,,,,,SSM,,,,,,,SBH,,,,JS/VPR,,,,F209,AM,E302,,,RKG,B303,,,,,,,,DBM,,E303,TPK,F104,,,,,SHG,RF1/PKC,,RF10/VJ,,BG,,PKC/RF1,,VJ/RF10,,,,F201,,,,,AS,B302,,,,,,,ARN,RF12,,SSK,,APC13,,ANS,,F301,PK,B304,,,,,,,,,AKC,B305,,,,,,,TSP,S,,,
,5,,11:20 AM,UTD003L,,,,,,,,UTD003L,,,,,,,,UTD003L,,,,,,,,,,UME309L,,,,,,UMA034L,,,,,,,,UTA018P,,,,,,,,,,LAB,,BEST-SENP,,UCH302L,,,,AKU,,,,,,,,,,UMA303L,,UMA035L,,,,,,UCS321L,,,,,,UEC612L,,,,,,UEC311T,,,,,,UVD302L,,,,,,,,UNC401L,,,,,,,,,,UEC304T,,UEC304P,,UNC501P,,UNC302P,,,,,,,,,,,,,5,,11:20 AM
D,,,,LT101,,,,,,,,LT101,,,,,,,,LT101,,,,,,,,,,F102,,,,,RKS,F103,,,,,JPR,,,H107,,,,,,,,,,PN/RF-2,,BSL/BHL/BPL,,E302,,,JPK,,,,,,,,,,,E303,NB,F104,,,,,SJK,F201,,,,,VKM,F202,,,,,MB,F301,SP,,,,,B302,,,,,,,ARP,B304,,,,,,,,,AKA,B107,APC2,C334,,C332,,C327,,,,,,,,,,,,D,,,
,6,,12:10 PM,SSS,,,,,,,,SSS,,,,,,,,SSS,,,,,,,,,,BEST3.3L,,,,,,,,,,,,,,LAB,,,,,,,,,,,,LAB,,UCH409L,,,,UCH301L,,,,,,,,,,,,UCE312T,,,,,,UCS321L,,,,,,UEC311L,,,,,,,,,,,,UVD301L,,,,,,,,UNC501L,,,,,,,,,,,,LAB,,LAB,,LAB,,,,,,,,,,,,,6,,12:10 PM
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F102,,,,,RJS,,,,,,,,,JSR-CRA,,,,,,,,,,,,SNP/VPR,,E302,,,VP,B303,,,,,,,HH,,,,,F104,APC13,,,,,F201,,,,,VKM,F202,,,,,ST,,,,,,,B302,,,,,,,MKA,B304,,,,,,,,,DGS,,,APC14,,KUA-RA,,CDM,,,,,,,,,,,,A,,,
,7,,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1:00 PM
Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
,8,,1:50 PM,UTA030L,,,,,,,,,,,,,,,,,,,,,,,,,,UME517L,,,,,,UCS321P,,,,,,,,,,UMT404P,,,,BEST3.3 L,,,,,,,,,,,,,,,,,,,,UBM031L,,UCC305L,,,,,,UCE306P,,,,,,,,,,,,,,UES012L,,,,,,,,UVD301T,,UEC612T,,,,,,,,,,,,UNC401P,,UCS321L,,,,,,,,,,UNC401L,,,,,,,,,8,,1:50 PM
,,,,D116,,,,,,,GDS/AKV,,,,,,,,,,,,,,,,,,,F104,,,,,PCY,F102,,,,,,,,,,L101,,,,F103,,,,,,,AM,,,,,,,,,,,,,E307,SUM,LP109,SHR,,,,,C218,,,,,,,,,,,,,,F201,,,,,JTK,,,F301,MKA,B107,PF4,,,,,,,,,,,C211,,B304,,,,,,,,,SMV,B305,,,,,,,ANS,,,,
,9,,2:40 PM,UEI301L,,,,,,,,,,,,,,,,UMA301L,,,,,,,,,,,,,,UME517T,,JYT,,,,,,,,,,LAB,,URAXXX T,,UMT306L,,,,,,,,UCH301T,,,,,,,,,,,,UBM031T,,UCC305/UCE312P,,,,,,LAB,,,,UES012T,,,,,,,,,,UMA035L,,,,,,UEC612L,,,,,,,,,,,,,,UNC305T,,LAB,,UNC501L,,,,,,,,,,UCS321L,,,,,,,,,9,,2:40 PM
,,,,D116,,,,,,,SGK,,,,,,,,,B301,,,,,,,,,MDL,,,,,F209,TN,,,,,,,,,,,RKR,,F308,SVS,F103,,,,,,,RAR,E302,RKG,,,,,,,,,,,E307,TA6,SM,,,,,,VVK,,,,F301,LC30,,,,,,,,,F201,,,,,FM,B302,,,,,,,GPK,,,,,,,B107,NS,PV,,B304,,,,,,,,,SUK,B305,,,,,,,RHL,,,,
,10,,3:30 PM,UES034L,,,,,,,,,,,,,,,,UES301L,,,,,,,,,,,,,,UES009T,,UME309T,,,,,,UMA034P,,UMA401P,,,,UMA034P,,UCS321P,,,,,,,,UCS321L,,,,,,,,,,,,UBM009L,,LAB (W123),,,,UCE310P,,,,,,UEC612T,,,,,,,,,,UES012T,,UES012P,,,,UVD301P,,,,,,UEC612P,,,,,,,,UNC501P,,,,UNC302P,,,,,,,,UEC304P,,,,UNC501P,,,,,,,10,,3:30 PM
,,,,D116,,,,,,,MDS,,,,,,,,,B302,,,,,,,,,VKM,,,,,F209,KKH,F210,SSM,,,,,NEW(G309),,CAD-2,,,,FIST(G307),,F103,,,,,,,,E302,,,,,,,,,,,,E307,DBD,SHR/SHG,,,,H108,,,,,,B107,MB,,,,,,,,,F301,OPP,G249,,,,B105,,,,,,C325,,,,,,,,C332,,,,C327,,,,,,,,C334,,,,C328,,,,,,,,,
,11,,4:20 PM,UMA302L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UES009T,,UME309T,,,,LAB,,LAB,,,,LAB,,LAB,,,,,,,,ASK,,,,,,,,,,,,UMA017L,,,,,,LAB,,,,,,UEC311T,,,,,,,,,,,,LAB,,,,MKA,,,,,,LAB,,,,,,,,LAB,,,,LAB,,,,,,,,LAB,,,,LAB,,,,,,,11,,4:20 PM
,,,,D116,,,,,,,RCH,,,,,,,,,,,,,,,,,,,,,,,,,F210,MDS,F209,SSM,,,MKS,,TA16,,,,TA20,,KV,,,,,,,,,,,,,,,,,,,,E307,AKP,,,,,SJS,,,,,,B107,ST,,,,,,,,,,,KUS,,,,,,,,,,BG,,,,,,,,KUA-RA,,,,CDM,,,,,,,,ARP,,,,ISN-RA,,,,,,,,,
,12,,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA016L,,,,,,UTA016L,,,,,,UTA016L,,,,,,UTA016L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,5:10 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP101/LT103,,,,,AMJ/SCS,LT101/LT102,,,,,SCS/AMJ,LP101/LT103,,,,,AMJ/SCS,LT103/LP101,,,,,,,SCS/AMJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
