,,,,,,,,,,,,,,,,                                                                      TIME TABLE JULY TO DEC 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,SECOND YEAR -B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRANCH,,COMPUTER ENGG,,,,,,,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COE LEET STUDENTS,,,,COPC LEET ,,,,,,,,,,COMPUTER SCIENCE AND ENGG,,,,,,,,,,,,,,,,,,,,COMPUTER SCIENCE AND ENGG,,,,,,,,,,AI AND MACHINE LEARNING,,,,,,,,AI AND MACHINE LEARNING,,,,,,,,,,COMPUTER SCIENCE AND BUSINESS SYSTEMS,,,,,,,,,
,,LECTURE,,2C1,,,,,,,,,,,,,,,,2C2,,,,,,,,,,2C3,,,,,,,,,,2C4,,,,,,,,,,2C5,,,,,,,,,,2C6,,,,,,,,,,2C7,,,,,,,,,,2C8,,,,,,,,,,,,,,2Q1,,,,,,,,,,2Q2,,,,,,,,,,2Q3,,,,,,,,,,2X1,,,,,,,,2X2,,,,,,,,,,2R1,,,,,,,,,
,3,,9:40: AM ,,,,,,,,,,,,,,,,,,,,,UCS405T,,,,,,UTA018P,,UCS405T,,UMA021P,,,,,,,,,,,,,,UCS301P,,,,,,UCS301P,,UCS301P,,,,UTA018L,,,,,,,,,,UMA021P,,UCS303P,,UCS303P,,UCS303P,,,,UCS303L,,,,,,,,UCS510L,,,,UES017P,,UMA021P,,,,,,,,,,UTA018P,,,,,,UCS303P,,,,,,,,,,,,,,,,,,,,,,UAI301L,,,,,,,,,,UCT301L,,,,,,,3,9:40: AM ,
N,,,,,,,,,,,,,,,,,,,,,,,,F111,SNL-RA,,,,,PL-4(L011),,F110,CHK-RA,FIST(G307),,,,,,,,,,,,,,L003,,,,,,DS-1(L004),,DS-2(L005),,,,LT301,,,,,,,,,SRR,NEW(G309),,SS-1(L201),,SS-2(L202),,DBMS-2(L207),,,,E205,,,,,,,ASN,LT102,YAD,,,SM(W123),,PG(G201),,,,,,,,,,PL-5(L208),,,,,,DBMS1(L206),,,,,,,,,,,,,,,,,,,,,,LT401,,,,,,,,,HAR,LP109,,,,,AKU,N,,,N
,4,,10:30: AM,UCS405T,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,LAB,,,,,,,,,,,,,,LAB,,,,,,LAB,,LAB,,,,UCS303L,,,,,,,,,,LAB,,LAB,,LAB,,LAB,,,,UMA021L,,,,,,,,,,,,LAB,,LAB,,,,,,,,,,LAB,,,,,,LAB,,,,UCS405T,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCTXX2L,,,,,,,4,10:30: AM,
D,,,,F110,JAS,,,,,,,,,,,,,,,,,,,,,,,,,TUS-JF,,,,TA37,,,,,,,,,,,,,,KRK-RA,,,,,,RMT,,SIK,,,,LT301,,,,,,,,,VAP,TA27,,MJU,,SHI,,ABN-RA,,,,E205,,,,,,,AJD,,,,,SSK,,TA4,,,,,,,,,,GUR-JF,,,,,,BAN-RA,,,,F111,NAA,,,,,,,,,,,,,,,,,,,,,,,,,,,LP109,,,,,VIN,D,,,D
,5,,11:20 AM,UTA018L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA021L,,,,,,,,,,UCS301L,,,,,,,,,,,,,,UCS405T,,,,,,UCS405T,,,,,,,,,,UCS405L,,,,,,,,UTA018L,,UTA018L,,UTA018L,,UMA021L,,,,,,,,,,,,,,,,,,,,UMA021P,,UCS303P,,UCS301P,,,,UCS301P,,,,,,,,,,UCS303P,,UMA021P,,UCS301P,,UTA016P,,UCS301P,,UCT203L,,,,,,,5,11:20 AM,
A,,,,LT102,,,,,,,,,,,,,,,SRR,,,,,,,,,,,,,,,,,,,,,LT301,,,,,,,,,MER,LT402,,,,,,,,,VSH,,,,,F111,NAA,,,,,F110,JAS,,,,,,,,,E205,,,,,,,ADT,LT102,SRR,LT102,SRR,LT102,SRR,LT401,,,,,,,,,BHU,,,,,,,,,,,NA1(G203),,DBMS-2(L207),,DS-1(L004),,,,DS-2(L005),,,,,,,,,,DBMS-1(L206),,G204(NA2),,L003,,F314/B204,,L003,,LP109,,,,,RIR,A,,,A
,6,,12:10 PM,UMA021L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA018L,,,,,,,,,,UMA021L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS301L,,,,,,,,UMA021L,,UMA021L,,UMA021L,,UCS301L,,,,,,,,,,,,,,,,,,,,LAB,,LAB,,LAB,,,,LAB,,,,,,,,,,LAB,,LAB,,LAB,,LAB,,LAB,,UCTXX1L,,,,,,,6,12:10 PM,
Y,,,,LT102,,,,,,,,,,,,,,,MH,,,,,,,,,,,,,,,,,,,,,LT301,,,,,,,,,SBH,LT402,,,,,,,,,AK,,,,,,,,,,,,,,,,,,,,,E205,,,,,,,MNP,LT102,MH,LT102,MH,LT102,MH,LT401,,,,,,,,,TBH,,,,,,,,,,,TA31,,JHS-RA,,AKU,,,,JOT,,,,,,,,,,MDP-RA,,TA28,,ANK-RA,,SPS/APC15,,KAPIL TOMAR,,LP109,,,,,ASM,Y,,,Y
,7,,1:00 PM,,,,,,,,,,,,,,,,,UCS320L,,,,,,,,,,UTA018L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS405L,,,,,,,,,,UCS320L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS320L,,,,,,,,,,,,,,,,,,,,UCS301L,,,,,,,,,,,,,,,,,,,,,,,,,7,1:00 PM,
,,,,,,,,,,,,,,,,,,,,LT403,ALTERNATE FROM SECOND WEEK,,,,,,,,JPK,LT401,,,,,,,,,NEG,,,,,,,,,,,,,,,,,,,,,LT301,,,,,,,,,RVK,LT402,ALTERNATE FROM FIRST WEEK,,,,,,,,SAMVSH,,,,,,,,,,,,,,,,,,,,,,,,,LT302,ALTERNATE FROM SECOND WEEK,,,,,,,,SAM,,,,,,,,,,,LT303,,,,,,,SIK,,,,,,,,,,,,,,,,,,,,
,8,,1:50 PM,,,,,UTA016P,,UTA016P,,,,,,,,,,UCS301L,,,,,,,,,,UMA021L,,,,,,,,,,,,,,,,,,,,UCS301P,,UCS301P,,,,UCS303P,,,,UMA021L,,,,,,,,,,UCS405L,,,,,,,,,,,,UCS303P,,UCS303P,,,,UTA036P,,UTA036P,,UTA036P,,UTA018P,,,,UTA016P,,UTA016P,,,,UTA018L,,,,,,,,,,,,,,,,,,,,UCS303L,,,,,,,,UCS301P,,UAI301P,,,,,,,,,,,,UCTXX3P,,,8,1:50 PM,
,,,,,,,,F314/B204,,F315/C212,,,,,,,,,,LT403,,,,,,,,,RMT,LT401,,,,,,,,,PRO,,,,,,,,,,,DS-1(L004),,DS-2(L005),,,,SS-1(L201),,,,LT301,,,,,,,,,VK,LT402,,,,,,,,,ADT,,,SS-2(L202),,DBMS-2(L207),,,,ACTIVITY SAPACE 2,,ACTIVITY SAPACE 2,,ACTIVITY SAPACE 2,,PL-5(L208),,,,B204/F314,,C212/F315,,,,LT302,,,,,,,,,NEG,,,,,,,,,,,LT303,,,,,,,SHD,L003,,ED2(L209),,,,,,,,,,,,CG2(L430),,,,,
,9,,2:40 PM,,,,,LAB,,LAB,,UCS405T,,UCS405T,,,,,,UTA018L,,,,,,,,,,UCS303L,,,,,,,,,,,,,,,,,,,,LAB,,LAB,,,,LAB,,,,UCS301L,,,,,,,,,,UCS301L,,,,,,,,,,,,LAB,,LAB,,,,LAB,,LAB,,LAB,,LAB,,,,LAB,,LAB,,,,UMA021L,,,,,,,,,,,,,,,,,,,,UMA021L,,,,,,,,LAB,,LAB,,,,,,,,,,,,LAB,,,9,2:40 PM,
,,,,,,,,KL/AMJ,,VKS/RF5,,F110,CHK-RA,F111,RVK,,,,,LT403,,,,,,,,,SES,LT401,,,,,,,,,VAP,,,,,,,,,,,TBH,,SNH-RA,,,,MDY-RA,,,,LT301,,,,,,,,,MNP,LT402,,,,,,,,,HAS,,,SHI,,HRM-RA,,,,VPR/SK,,VPR/SK,,VPR/SK,,DEM,,,,AMJ/KL,,RF5/VKS,,,,LT302,,,,,,,,,AJD,,,,,,,,,,,LT303,,,,,,,MH,YSH-RA,,VBH,,,,,,,,,,,,SHS,,,,,
,10,,3:30 PM,,,,,,,,,UCS668P,,UCS301P,,,,,,UCS405T,,,,,,,,,,,,,,,,,,,,UCS303P,,,,,,,,,,UCS303L,,,,,,,,,,,,,,,,,,,,,,,,,,UTA016P,,UTA016P,,,,,,,,,,UCS301P,,,,UCS301P,,UCS405L,,,,,,,,,,,,,,UTA016P,,UTA016P,,UCS405T,,UCS301L,,,,,,,,,,,,,,,,UCS303P,,UMA021L,,,,,,,,,,UXTXX2P,,UCT203P,,UHU012P,,,10,3:30 PM,
,,,,,,,,,,,,DS-1(L004),,DS-2(L005),,,,,,F110,CHK-RA,,,,,,,,,,,,,,,,,,,SS2(L202),,,,,,,,,,LT402,,,,,,,,,RHL,,,,,,,,,,,,,,,,,B204/F314,,C202/F315,,,,,,,,,,L003,,,,L003,,LT401,,,,,,,,,JAS,,,,,F314/B204,,F315/C212,,F111,RVK,LT301,,,,,,,,,JOT,,,,,,,SS-1(L201),,LT303,,,,,,,,,PRO,SE1(L104),,NS2(L103),,E101,,,,,
,11,,4:20 PM,,,,,,,,,LAB,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,UTA018L,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,LAB,,,,,,,,,,LAB,,,,LAB,,UTA018L,,,,,,,,,,,,,,LAB,,LAB,,,,UCS303L,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,LAB,,LAB,,SPK,,,11,4:20 PM,
,,,,,,,,,,,,JHB,,GVR,,,,,,,,,,,,,,,,,,,,,,,,,,BAN-RA,,,,,,,,,,LT402,,,,,,,,,LVD,,,,,,,,,,,,,,,,,APC10/DKJ,,APC15/AMG,,,,,,,,,,ANK-RA,,,,ANK-RA,,LT401,,,,,,,,,SES,,,,,DKJ/APC10,,AMG/APC15,,,,LT301,,,,,,,,,NDH,,,,,,,ASN,,,,,,,,,,,,VIN,,RIR,,,,,,,
,12,,5:10 PM,UTA016L,,,,,,,,,,,,,,,,,,,,,,,,,,UTA016L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA016L,,,,,,,,,,,,UTA016L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA016L,,,,,,,,,,,,,,,,,12,5:10 PM,
,,,,LT103/LP101,,,,,,,,,,,,,,,KL/DG,,,,,,,,,,,LP101/LT103,,,,,,,,,DG/KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT103/LP101,,,,,KL/DG,,,,,,,LP101/LT103,,,,,,,,,DG/KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT103/LP101,,,,,,,,,KL/DG,,,,,,,,,,
,13,,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6:00 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6:50 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,8:00 AM,UMA021P,,UMA021P,,UCS303P,,UCS303P,,UTA018P,,,,UMA021P,,,,UTA018L,,,,,,,,,,,,,,,,,,UCS301P,,UTA018L,,,,,,,,,,,,UCS303P,,,,UTA016P,,,,UCS405L,,,,,,,,,,,,,,,,,,,,,,,,UTA016P,,,,UCS510L,,UMA021P,,,,,,,,UTA018P,,UTA018P,,,,,,,,,,,,,,UTA018L,,,,,,,,,,UCS301P,,,,,,,,,,,,,,,,,,,,,,UCT203P,,,1,8:00 AM,
T,,,,NA-1(G203),,NA-2(G204),,SS-2(L202),,DBMS-2(L207),,DBMS-1(L206),,,,PG(G201),,,,LT403,,,,,,,,,SES,,,,,,,,,DS-1(L004),,LT301,,,,,,,,,SBH,,,SS-1(L201),,,,C212/F315,,,,LT302,,,,,,,,,RVK,,,,,,,,,,,,,,,F315/C212,,,,LT102,YAD,FIST(G307),,,,,,,,PL4(L011),,PL5(L208),,,,,,,,,,,,,,LT303,,,,,,,,,LVD,DS-2(L005),,,,,,,,,,,,,,,,,,,,,,LL(L003),,T,,,T
,2,,8:50 AM,LAB,,LAB,,LAB,,LAB,,LAB,,,,LAB,,UCS405T,,UMA021L,,,,,,,,,,,,,,,,,,LAB,,UCS301L,,,,,,,,,,,,LAB,,,,LAB,,,,UMA021L,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,LAB,,,,,,,,LAB,,LAB,,UCS405T,,,,,,,,,,,,UCS405L,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,UCT301T,,LAB,,,2,8:50 AM,
U,,,,TA1,,RA4,,HRM-RA,,ISR-RA,,GUK-RA,,,,TA3,,F110,JAS,LT403,,,,,,,,,SPN,,,,,,,,,SNH-RA,,LT301,,,,,,,,,SUB,,,MDY-RA,,,,APC1/GTS,,,,LT302,,,,,,,,,VK,,,,,,,,,,,,,,,GTS/APC1,,,,,,RF2,,,,,,,,GUR-JF,,YAD-RA,,F111,CHK-RA,,,,,,,,,,,LT303,,,,,,,,,NNA,KRK-RA,,,,,,,,,,,,,,,,,,,,LP109,AKU,GYT-RA,,U,,,U
,3,,9:40 AM,UCS303L,,,,,,,,,,,,,,,,UCS301P,,UCS301P,,,,,,UCS301P,,,,,,,,UMA021P,,,,UMA021P,,,,UCS303P,,,,,,,,UMA021P,,,,,,,,UTA018P,,,,UTA018P,,,,UMA021P,,,,,,,,,,,,,,,,,,,,UCS303L,,UCS303L,,,,UTA018L,,,,,,,,,,,,,,,,,,UMA021P,,,,UCS405T,,UCS405T,,UCS303P,,UCS303P,,,,,,,,,,UAI302P,,,,,,,,UAI302P,,UCT301L,,,,,,,3,9:40 AM,
E,,,,LT102,,,,,,,,,,,,,,,GAS,DS1(L004),,DS2(L005),,,,,,DBMS1(L206),,,,,,,,NA-2(G204),,,,PG(G201),,,,DBMS-2(L207),,,,,,,,FIST(G307),,,,,,,,PL-4(L011),,,,PL-5(L208),,,,NA1(G203),,,,,,,,,,,,,,,,,,,,LT102,GAS,LT102,GAS,,,LT301,,,,,,,,,SES,,,,,,,,,NEW(G309),,,,F110,JAS,F111,ADT,SS-1(L201),,SS-2(L202),,,,,,,,,,AI(L307),,,,,,,,ED1(L101),,LP109,,,,,AKU,E,,,E
,4,,10:30 AM,UCS301L,,,,,,,,,,,,,,,,LAB,,LAB,,,,,,LAB,,,,,,,,LAB,,,,LAB,,,,LAB,,,,,,,,LAB,,,,,,,,LAB,,,,LAB,,,,LAB,,,,,,,,,,,,UCS405T,,,,,,,,UCS301L,,UCS301L,,UCS301L,,UCS303L,,,,,,,,,,UCS405T,,,,,,,,LAB,,,,,,,,LAB,,LAB,,,,,,,,,,ALTERNATE FROM FIRST WEEK,,,,,,,,LAB,,UCTXX2L,,,,,,,4,10:30 AM,
S,,,,LT102,,,,,,,,,,,,,,,SIK,VSH,,JOT,,,,,,YSH-RA,,,,,,,,TA9,,,,AJD,,,,MDP-RA,,,,,,,,FM,,,,,,,,NEG,,,,SRR,,,,TA30,,,,,,,,,,,,F111,ADT,,,,,,,LT102,SIK,LT102,SIK,LT102,SIK,LT301,,,,,,,,,GAS,F110,AAD,,,,,,,RA3,,,,,,,,ABD,,VAP,,,,,,,,,,SAK,,,,,,,,AMR-RA,,LP109,,,,,VIN,S,,,S
,5,,11:20 AM,,,,,UCS301P,,UCS301P,,UTA016P,,UTA016P,,,,UCS303P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA021P,,,,,,UMA021P,,UTA018P,,UTA018P,,,,UCS303P,,UCS303P,,,,UES017L,,UTA016P,,UMA021P,,UCS303P,,,,UTA016P,,UCS301P,,,,,,,,,,,,,,UMA021P,,UMA021P,,,,,,,,,,,,UCS303L,,,,,,,,,,,,,,,,,5,11:20 AM,
D,,,,,,,,DS-1(L004),,DS-2(L005),,F314/B204,,F315/C212,,,,SS-2(L202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW(G309),,,,,,FIST(G307),,PL-5(L208),,PL-4(L011),,,,L209,,DBMS-1(L206),,,,F209,KKH,B204/F314,,PG(G201),,DBMS-2(L207),,,,C212/F315,,L003,,,,,,,,,,,,,,NA2(G204),,NA1(G203),,,,,,,,,,,,LT303,,,,,,,,,VBJ,,,,,,,D,,,D
,6,,12:10 PM,,,,,LAB,,LAB,,LAB,,LAB,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,LAB,,LAB,,LAB,,,,LAB,,LAB,,,,,,LAB,,LAB,,LAB,,UCS405T,,LAB,,LAB,,,,,,,,,,,,,,LAB,,LAB,,,,,,,,,,,,UMA021L,,,,,,,,,,,,,,,,,6,12:10 PM,
A,,,,,,,,SNH-RA,,KAP,,APS/RF4,,NK/RF5,,,,PRC-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHU,,,,,,TA26,,JSR-CRA,,SES,,,,NF,,ISR-RA,,,,,,RF4/APS,,TA32,,JDN,,F110,VSL,RF5/NK,,PKV-CRA,,,,,,,,,,,,,,RF2,,RF3,,,,,,,,,,,,LT303,,,,,,,,,PRO,,,,,,,A,,,A
,7,,1:00 PM,,,,,,,,,,,,,,,,,UCS405L,,,,,,,,,,UCS320L,,,,,,,,,,UCS320L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS405T,,UCS405T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1:00 PM,
Y,,,,,,,,,,,,,,,,,,,,LT303,,,,,,,,,JAS,LT301,FIRST WEEK ONWARDS ALTERNATE WEEK,,,,,,,,JPK,LT302,SECOND WEEK ONWARDS ALTERNATE WEEK,,,,,,,,JPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F110,VSL,F111,AAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y
,8,,1:50 PM,,,,,,,,,,,UTA018P,,,,,,UCS301L,,,,,,,,,,UCS301L,,,,,,,,,,UCS405L,,,,,,,,,,UTA016P,,UTA016P,,UMA021P,,,,UCS303P,,,,,,,,,,,,UCS301P,,,,UMA021P,,UCS301P,,,,UCS405L,,,,,,,,UMA021P,,UCS303P,,UMA021P,,,,,,,,,,,,,,UCS301P,,UTA018P,,,,,,,,,,,,,,,,UAI301P,,UCS301P,,UTA016P,,UTA016P,,UAI301L,,,,,,,,,,UCTXX1P,,,,,,,8,1:50 PM,
,,,,,,,,,,,,,,PL-4(L011),,,,,,LT303,,,,,,,,,RMT,LT301,,,,,,,,,KAP,LT302,,,,,,,,,AAD,B204/F314,,C212/F315,,NA1(G203),,,,DBMS-2(L207),,,,,,,,,,,,SS-2(L202),,,,NEW(G309),,DS-2(L005),,,,E205,,,,,,,ADT,FIST(G307),,SS-1,,FIST(G307),,,,,,,,,,,,,,L003,,PL-5(L208),,,,,,,,,,,,,,,,ED-2(L209),,DS-1(L004),,F314/B204,,F315/C212,,T105,RAH,,,,,,,,,DBMS1(L206),,,,,,,,,
,9,,2:40 PM,,,,,,,,,,,LAB,,,,,,UCS303L,,,,,,,,,,UCS303L,,,,,,,,,,UCS303L,,,,,,,,,,LAB,,LAB,,LAB,,,,LAB,,,,,,,,,,,,LAB,,UCS405T,,LAB,,LAB,,,,UTA018L,,,,,,,,LAB,,LAB,,LAB,,,,UCS405T,,,,,,,,,,LAB,,LAB,,,,,,,,,,,,,,,,LAB,,LAB,,LAB,,LAB,,,,,,,,,,,,LAB,,,,,,,9,2:40 PM,
